Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,REB,AST,STL,BLK,TOV,PTS,full_name
2544,0020900552,2010-01-11,CLE @ GSW,W,42,12,23,0.522,1,4,0.25,12,14,0.857,8,11,2,4,2,37,LeBron James
2544,0020900542,2010-01-10,CLE @ POR,W,45,13,19,0.684,3,4,0.75,12,14,0.857,10,8,0,1,3,41,LeBron James
2544,0020900528,2010-01-08,CLE @ DEN,L,41,12,28,0.429,2,8,0.25,9,13,0.692,6,7,1,0,8,35,LeBron James
2544,0020900508,2010-01-06,CLE vs. WAS,W,31,7,12,0.583,1,4,0.25,8,11,0.727,7,8,1,2,1,23,LeBron James
2544,0020900489,2010-01-03,CLE vs. CHA,L,43,13,21,0.619,2,6,0.333,1,2,0.5,7,6,1,1,1,29,LeBron James
2544,0020900477,2010-01-02,CLE @ NJN,W,36,7,16,0.438,1,4,0.25,13,15,0.867,9,7,1,2,1,28,LeBron James
2544,0020900459,2009-12-30,CLE vs. ATL,W,43,15,23,0.652,4,6,0.667,14,16,0.875,10,6,2,2,3,48,LeBron James
2544,0020900452,2009-12-29,CLE @ ATL,W,40,6,20,0.3,0,5,0.0,2,3,0.667,8,10,5,1,4,14,LeBron James
2544,0020900440,2009-12-27,CLE vs. HOU,W,29,12,20,0.6,2,5,0.4,3,4,0.75,5,6,3,1,1,29,LeBron James
2544,0020900426,2009-12-25,CLE @ LAL,W,41,9,19,0.474,2,7,0.286,6,11,0.545,4,9,2,1,7,26,LeBron James
2544,0020900423,2009-12-23,CLE @ SAC,W,44,14,30,0.467,1,4,0.25,5,7,0.714,16,10,0,0,2,34,LeBron James
2544,0020900404,2009-12-21,CLE @ PHX,W,38,11,21,0.524,1,3,0.333,6,6,1.0,6,4,2,0,3,29,LeBron James
2544,0020900398,2009-12-20,CLE @ DAL,L,43,9,23,0.391,2,6,0.333,5,7,0.714,3,6,2,2,2,25,LeBron James
2544,0020900376,2009-12-18,CLE vs. MIL,W,38,6,13,0.462,2,4,0.5,12,14,0.857,10,8,0,3,6,26,LeBron James
2544,0020900361,2009-12-16,CLE @ PHI,W,40,12,26,0.462,3,6,0.5,9,11,0.818,6,7,3,1,3,36,LeBron James
2544,0020900352,2009-12-15,CLE vs. NJN,W,40,9,19,0.474,1,5,0.2,4,6,0.667,6,7,2,0,6,23,LeBron James
2544,0020900342,2009-12-13,CLE @ OKC,W,39,16,29,0.552,5,8,0.625,7,10,0.7,7,6,4,1,1,44,LeBron James
2544,0020900325,2009-12-11,CLE vs. POR,W,38,14,24,0.583,1,2,0.5,4,6,0.667,7,7,1,2,4,33,LeBron James
2544,0020900314,2009-12-09,CLE @ HOU,L,40,8,21,0.381,2,4,0.5,9,10,0.9,6,7,1,1,5,27,LeBron James
2544,0020900304,2009-12-08,CLE @ MEM,L,45,14,29,0.483,4,11,0.364,11,12,0.917,13,6,0,1,5,43,LeBron James
